,auroc,auroc,balanced_accuracy,balanced_accuracy,sensitivity,sensitivity,precision,precision,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
sex,,,,,,,,,,
F,0.8300742210464434,0.16442361972341682,0.7606481481481482,0.11282911773100103,0.762962962962963,0.19173598674881162,0.9211213517665131,0.08064863572356093,0.8213898911209154,0.10987483331683279
M,0.7893091719446399,0.02821775141307841,0.7432840722495895,0.046252451684858885,0.7541871921182266,0.10904962057757596,0.8573930839650921,0.055534663906705986,0.7962706574866284,0.057338573907518335
