,auroc,auroc,balanced_accuracy,balanced_accuracy,sensitivity,sensitivity,precision,precision,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
sex,,,,,,,,,,
F,0.8988646384479718,0.06264282920609394,0.745568783068783,0.07979162274214477,0.7272486772486773,0.1615284643905712,0.9182450142450144,0.06639986547584222,0.7998504867306974,0.09603410727088212
M,0.8992950973492846,0.06436326994140644,0.7917159277504104,0.07291843622511768,0.7958128078817734,0.12961610578282035,0.8909395168725798,0.061975714242584384,0.8341260340180314,0.06850067623284817
