model,fold,auroc
rf_tox_male,0,0.9556650246305419
rf_tox_male,1,0.874384236453202
rf_tox_male,2,0.8091133004926108
rf_tox_male,3,0.8904761904761904
rf_tox_male,4,0.9668367346938775
