model,fold,auroc
svm_tox_male,0,0.8793103448275862
svm_tox_male,1,0.8226600985221675
svm_tox_male,2,0.7733990147783252
svm_tox_male,3,0.8785714285714286
svm_tox_male,4,0.8571428571428571
