,auroc,auroc,balanced_accuracy,balanced_accuracy,sensitivity,sensitivity,precision,precision,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
sex,,,,,,,,,,
F,0.8772413286302175,0.12721144151654065,0.7587301587301587,0.16817623735860937,0.8007936507936508,0.2550743385199377,0.8901051343986126,0.0832114199920399,0.8288286252354048,0.18917079397070163
M,0.8422167487684729,0.04482948082392602,0.7480377668308703,0.02168071493003832,0.8751231527093596,0.1157622366554099,0.8243665753039566,0.021881619611534578,0.8448883508205542,0.047256973412799594
